시군구,2018
서울 특별시 종로구,5512
서울 특별시 중구,6204
서울 특별시 용산구,7544
서울 특별시 성동구,7980
서울 특별시 동대문구,6720
서울 특별시 성북구,6696
서울 특별시 도봉구,4176
서울 특별시 은평구,6015
서울 특별시 서대문구,5384
서울 특별시 마포구,11479
서울 특별시 강서구,11609
서울 특별시 구로구,8158
서울 특별시 영등포구,12166
서울 특별시 동작구,7719
서울 특별시 관악구,7968
서울 특별시 강남구,22645
서울 특별시 강동구,7507
서울 특별시 송파구,13474
서울 특별시 서초구,17931
서울 특별시 양천구,9289
서울 특별시 중랑구,6152
서울 특별시 노원구,7886
서울 특별시 광진구,6939
서울 특별시 강북구,4373
서울 특별시 금천구,6072
